id,AAA_perc,AAG_perc,AAT_perc,ACCIII_cuts,ACC_perc,ACG_perc,AFLIII_cuts,AGA_perc,AGEI_cuts,AGG_perc,AHDI_cuts,AJUI_cuts,ALEI_cuts,ARSI_cuts,ASIGI_cuts,ATA_perc,ATC_perc,AT_perc,BCGI_cuts,BMERI_cuts,BMSI_cuts,BPII_cuts,BPMI_cuts,BPU10I_cuts,BPUEI_cuts,BPUMI_cuts,BSAWI_cuts,BSAXI_cuts,BSEAI_cuts,BSEMI_cuts,BSERI_cuts,BSGI_cuts,BSHTI_cuts,BSISI_cuts,BSO31I_cuts,BSPTI_cuts,BSPTNI_cuts,BST1107I_cuts,BTSI_cuts,CAT_perc,CCC_perc,CCG_perc,CCT_perc,CGA_perc,CGG_perc,CGT_perc,CG_perc,CSPAI_cuts,ECO57I_cuts,FALI_cuts,FAUNDI_cuts,GAG_perc,GCC_perc,GCG_perc,GGA_perc,GGG_perc,GG_perc,GTC_perc,HINFI_cuts,HPY99I_cuts,KPN2I_cuts,MMEI_cuts,NCII_cuts,NDEI_cuts,NMEAIII_cuts,NSPI_cuts,OLII_cuts,PFEI_cuts,SEXAI_cuts,STUI_cuts,Sequence Length,TCC_perc,TCG_perc,TGG_perc,TTA_perc,XCEI_cuts,Variant
OD906233.1,2.995298858294157,1.9375419744795164,2.552048354600403,2,1.2525184687709872,0.5574210879785091,34,2.028206850235057,1,1.0946944257891202,3,2,6,16,0,1.5748824714573542,1.1282740094022834,7.719687048789496,0,3,50,12,9,6,12,5,3,20,1,16,7,16,1,10,2,10,2,7,9,1.6218938885157823,0.3794492948287441,0.24848891873740764,1.1484217595701813,0.32236400268636667,0.25184687709872394,0.5708529214237743,1.4707363755414526,1,26,36,9,0.9939556749496306,0.6279382135661518,0.2955003357958361,0.9335124244459367,0.44996642041638685,3.6600517108223367,0.8999328408327737,75,6,1,18,5,9,3,36,6,41,6,1,29903,0.6950973807924782,0.36937541974479515,1.8636668905305576,2.941571524513096,36,UNKNOWN_KEY_FORMAT
OX013487.1,2.993851013070797,1.9421390410268473,2.5503175296529017,2,1.246597896576056,0.5544168542723699,33,2.016061288263163,1,1.0920331978092133,3,2,6,16,0,1.5792480091394778,1.1457948321628977,7.7481352059673405,2,3,51,12,8,6,13,4,3,18,1,15,6,16,1,9,2,10,2,7,9,1.6229293370518465,0.3763314404757905,0.2385672524444743,1.149154934310003,0.31584960182789557,0.2520076610328954,0.5712173650078962,1.464955312143001,1,27,38,9,0.9912301333960551,0.6283391015086859,0.29568898894526396,0.937468499042371,0.4468935855650012,3.6523083126133997,0.8971472732771076,74,6,1,18,4,9,3,35,6,41,7,1,29884,0.6888209401565808,0.3763314404757905,1.861496589496321,2.953529787305534,35,UNKNOWN_KEY_FORMAT
OK296540.1,2.9886291215241676,1.9320430684600678,2.55928621742193,2,1.247777815047127,0.5467413544426928,34,2.0192533458558346,1,1.0968369503236843,3,2,6,16,0,1.5865562003152989,1.1404420890215676,7.754485996981384,0,3,50,12,9,7,12,5,3,20,1,16,7,15,1,10,2,9,3,7,9,1.633515580451481,0.3857377654043538,0.24821386643410592,1.1404420890215676,0.31865293663837924,0.25492234931070334,0.5668668030724852,1.462351165520711,1,26,38,9,0.9895012242981249,0.6272431489618623,0.2951732465702881,0.9391876027236441,0.45617683560862715,3.6659399631058194,0.8989367054640592,73,6,1,18,5,9,4,36,6,40,6,1,29818,0.6943279777278368,0.3723207996511589,1.8582497568174958,2.9517324657028814,36,UNKNOWN_KEY_FORMAT
ON344779.1,2.9811750519193407,1.93943860119247,2.55577142091512,2,1.2460641790044886,0.54934012192671,34,2.0231794734373953,2,1.095330608963623,3,2,6,16,0,1.5877269377637837,1.138875862530984,7.747445988946574,0,3,50,12,8,6,12,5,4,20,1,16,7,16,2,11,2,9,2,7,9,1.631272191331145,0.3852080123266564,0.2512226167347759,1.135526227641187,0.3182153145307161,0.2579218865143699,0.569437931265492,1.4704404622341316,2,27,38,10,0.9914919273799156,0.6263817243920413,0.2947678703021371,0.9311984993635694,0.45220071012259666,3.654329258080723,0.8943525155758022,73,6,1,16,5,10,4,36,6,40,6,1,29856,0.6933744221879815,0.37515910765726534,1.848998459167951,2.9409794332417767,36,UNKNOWN_KEY_FORMAT
OX013546.1,2.9904909109236923,1.9454991431739523,2.5503175296529017,2,1.2499579987231613,0.5544168542723699,34,2.0227814925573737,1,1.0920331978092133,3,2,6,16,0,1.5725278048452676,1.1457948321628977,7.741415227471273,2,3,51,12,9,6,13,4,3,18,1,15,6,16,1,9,2,10,2,7,9,1.629649541346057,0.3763314404757905,0.24192735459157957,1.1457948321628977,0.31584960182789557,0.2520076610328954,0.5745774671550015,1.464955312143001,1,27,38,9,0.9945902355431605,0.6249789993615806,0.29568898894526396,0.9341083968952656,0.4468935855650012,3.6489483233653655,0.8971472732771076,73,6,1,18,4,9,3,35,6,40,7,1,29884,0.692181042303686,0.3729713383286852,1.8581364873492152,2.9468095830113237,35,UNKNOWN_KEY_FORMAT
OK233347.1,3.0024180548092425,1.9378022568511553,2.5557495969908652,2,1.2392530897367007,0.5507791509940893,34,2.015045674368619,1,1.0981998925308973,2,2,6,16,0,1.5851692638366472,1.148576034390113,7.7475904221378915,0,2,50,12,9,6,12,5,3,18,1,16,6,16,1,10,2,10,2,7,10,1.6389038151531434,0.3795002686727566,0.24852229983879634,1.1351423965609886,0.32240730789897903,0.25859752821063947,0.5675711982804943,1.4742922389763913,1,27,38,9,0.9940891993551854,0.6280225685115529,0.2921816227834498,0.9403546480386888,0.45338527673293927,3.663901669073446,0.8899785061794735,74,6,1,18,5,9,3,36,6,41,6,1,29778,0.6851155292853305,0.3828586781300376,1.8538420204191295,2.948683503492746,36,UNKNOWN_KEY_FORMAT
MZ244702.1,3.0878859857482186,1.9370379043859358,2.549262319761801,2,1.2512127396206216,0.5486601318122512,34,2.0173296309926063,1,1.1006657522331136,3,2,6,18,0,1.5857616004817503,1.1408116155364492,7.7345109059280075,0,3,50,12,8,6,12,5,3,20,1,16,7,15,1,10,2,10,2,7,9,1.6359439296109195,0.3813857013816868,0.24756615703723528,1.1441571041450604,0.3178214178180723,0.25425713425445784,0.5720785520725302,1.46527498996387,1,27,38,9,0.9902646281489411,0.6256063698103108,0.2944029975577933,0.9434277876283832,0.4516409621625238,3.6598420982202597,0.8932454584992138,72,6,1,18,5,9,4,35,6,39,6,1,29893,0.6958616305911478,0.37469472416446425,1.8534006891706534,2.9339935097520993,35,UNKNOWN_KEY_FORMAT
OY614673.1,2.993851013070797,1.9421390410268473,2.546957427505796,2,1.2499579987231613,0.5544168542723699,33,2.0194213904102685,1,1.0953932999563187,3,2,6,16,0,1.5758879069923726,1.1457948321628977,7.738055238223238,2,3,51,12,9,6,13,4,3,18,1,15,6,16,1,9,2,10,2,7,9,1.629649541346057,0.3763314404757905,0.24192735459157957,1.1525150364571084,0.31584960182789557,0.2520076610328954,0.5712173650078962,1.464955312143001,1,26,38,9,0.9979503376902658,0.6316992036557911,0.29568898894526396,0.9408286011894761,0.4468935855650012,3.655668301861434,0.8937871711300024,73,6,1,18,4,9,3,35,6,40,7,1,29884,0.692181042303686,0.3729713383286852,1.861496589496321,2.9468095830113237,35,UNKNOWN_KEY_FORMAT
MZ087994.1,2.985676820657656,1.9433797323650057,2.5586712393248603,2,1.2473942572792682,0.5446842848497075,33,2.0240737004908884,1,1.0826440723555915,3,2,7,16,0,1.5869813731423574,1.133077802434268,7.749722623810644,2,3,52,11,9,6,12,5,3,20,1,16,7,16,1,10,3,10,2,8,9,1.6273283572052988,0.39002084594176584,0.2521686503933831,1.146526797121915,0.3160513751597068,0.25553089906529486,0.5648577768811782,1.4625289984197962,1,27,38,9,0.98513886087015,0.6253782529755901,0.29587788312823615,0.941429628135297,0.46062806805191314,3.6714521063779713,0.8977203954004438,73,6,1,18,5,9,4,35,7,40,7,1,29744,0.6993477237576491,0.3698473539102952,1.8727725102548585,2.9352430905789793,35,UNKNOWN_KEY_FORMAT
OU068488.1,2.9959268859191437,1.9456693708553539,2.5650520079442556,2,1.2488639041303395,0.5419598074527889,33,2.0230922004914667,1,1.0872858248897566,3,2,7,16,0,1.5821186925640423,1.137778974652439,7.74875454423051,0,3,52,11,9,6,12,5,3,20,1,16,7,16,1,10,3,10,2,8,9,1.6258794223583666,0.3837479381963847,0.252465748813411,1.1478776046049752,0.3096913185444508,0.2558319587975898,0.5688894873262195,1.4575198599703785,1,27,38,9,0.9862995253643922,0.6261150570572592,0.29286026862355674,0.9459050055542465,0.4611707678324974,3.6757775683317626,0.898778065775743,73,6,1,18,5,9,4,35,7,40,6,1,29830,0.7001716767091931,0.37028309825966943,1.8716127512034202,2.938701316188104,35,UNKNOWN_KEY_FORMAT
MW809053.1,2.9846732992739984,1.9427265393923099,2.5578112395805324,2,1.2503361118580263,0.5445012100026889,33,2.023393385318634,1,1.0856413014251143,3,2,7,16,0,1.5864479698843774,1.1394191987093305,7.747117937686957,2,3,52,11,9,6,12,5,3,20,1,16,7,16,1,10,3,10,2,8,9,1.6267813928475396,0.38988975531056735,0.2520838935197634,1.1461414358698576,0.3159451465447701,0.2554450121000269,0.5680290400645335,1.4653984472154067,1,27,38,9,0.9848077440172089,0.6251680559290131,0.29577843506318907,0.9444743210540467,0.4604732454961011,3.670218129264276,0.8974186609303577,73,6,1,18,5,9,4,35,7,40,6,1,29754,0.6991126646948105,0.3730841624092498,1.8687819306265125,2.937617639150309,35,UNKNOWN_KEY_FORMAT
OK187958.1,2.994594957531809,1.940443817772854,2.5715916339342666,2,1.2421526169134187,0.5505757545237856,34,2.024373048645382,1,1.0944371705777687,3,2,6,14,0,1.5946553865780373,1.1447947091012858,7.75118332270301,0,3,49,12,9,6,12,5,3,20,1,14,7,16,1,10,2,10,3,6,9,1.6181555712223454,0.382717292778729,0.24843052338268373,1.1414375398663845,0.31893107731560744,0.2517876926175848,0.5740759391680935,1.470341401188358,1,27,36,9,0.9937220935307349,0.6244334776916104,0.2920737234363984,0.9299358780676134,0.4364320005371471,3.6221424015576216,0.8997213549535032,71,6,1,18,5,9,4,36,6,39,6,1,29792,0.7016483700943364,0.37936012354382787,1.83972874072582,2.9576660959478964,36,UNKNOWN_KEY_FORMAT
MZ620033.1,2.985826560085981,1.9446496943642102,2.5492040034929806,2,1.242694968764694,0.5474575132666084,35,2.0218983005306645,1,1.1016322966346477,3,2,6,16,0,1.588634378988379,1.131860012091086,7.7475904221378915,0,3,50,12,9,6,12,5,3,20,1,16,7,16,1,10,2,10,2,7,9,1.6423725397998252,0.3761671256801236,0.2485389937529388,1.1452945522939477,0.3123530597165312,0.2485389937529388,0.577685228723047,1.4608590522886793,1,27,38,9,0.9907973399610399,0.621347484382347,0.29220124941223885,0.9471350843017398,0.4534157318465776,3.667259965745374,0.9034728286424397,72,6,1,18,5,9,3,36,6,39,6,1,29804,0.7053133606502318,0.3728084906294082,1.8640424531470412,2.9388056693759657,36,UNKNOWN_KEY_FORMAT
OD999720.2,3.0004703984947247,1.9387137961158523,2.5435118607620457,2,1.2532759895168337,0.554398225925677,33,2.0227135273167125,1,1.0953564948592165,3,2,6,14,0,1.5724749680801022,1.1457563335797327,7.734435372778281,2,3,51,12,9,6,12,4,3,18,1,15,6,16,1,9,2,10,2,7,9,1.6295947852966868,0.3763187957798535,0.24191922585847728,1.149116322827767,0.3158389893152342,0.2519991936025805,0.571198172165849,1.4649060914558345,1,27,38,9,0.9945568174181842,0.6249580001343995,0.29567905382702775,0.934077010953565,0.44687856998857606,3.6521855995699357,0.8937571399771521,73,6,1,18,4,9,3,35,6,40,7,1,29885,0.6921577850950876,0.37295880653181906,1.8580740541630267,2.94335058127814,35,UNKNOWN_KEY_FORMAT
OK248289.1,3.0021155848080863,1.9376070385170758,2.558850196447161,2,1.235770173612277,0.5507236643272104,34,2.01820074549179,1,1.0947311864065281,2,2,6,16,0,1.5850095705027032,1.151818395513617,7.753525856279382,0,2,50,12,9,6,12,5,3,18,1,16,6,16,1,10,2,10,2,7,10,1.635380637361899,0.3794620370059438,0.248497263172034,1.1316699687699385,0.3190167567749085,0.2585714765438732,0.5742301621948354,1.470785762256548,1,27,38,9,0.993989052688136,0.6279593001779777,0.28879411665939086,0.9402599147049934,0.4533396017327647,3.663532572196105,0.8966049900936902,74,6,1,18,5,9,3,36,6,41,5,1,29781,0.6917626515329595,0.3828201081298902,1.857013331542362,2.9551025890728364,36,UNKNOWN_KEY_FORMAT
MZ362443.1,2.996532103296185,1.9460624221406688,2.5487357328036095,2,1.2592168613851384,0.5454361805999798,33,2.0167671122184436,1,1.0942392512036632,3,2,7,16,0,1.5790714117369784,1.1346419312481062,7.723385630597266,0,3,52,11,9,6,12,5,3,20,1,16,7,16,1,10,3,10,2,8,9,1.622840981785125,0.383825460422208,0.25251675027776843,1.1447426012592168,0.31312077034443286,0.255883640281472,0.575738190633312,1.4679146185442058,1,27,38,9,0.9763981010740379,0.6195077606814586,0.29291943032221135,0.9393623110332986,0.4578970405036868,3.6731533230085516,0.9023265209925592,73,7,1,18,5,9,4,35,7,40,6,1,29703,0.7003131207703444,0.37709168041480084,1.8652570620517828,2.9392949732332245,35,UNKNOWN_KEY_FORMAT
MZ371156.1,2.99852090896867,1.9396261933575367,2.571601452198467,2,1.237057953475864,0.5546591367486889,35,2.027027027027027,1,1.0891488503428801,3,2,6,14,0,1.5832997176280759,1.1429339787548742,7.751521059531413,0,3,50,12,9,6,12,5,3,20,1,15,7,16,1,10,2,10,2,6,9,1.6202769934113217,0.36977275783245933,0.24875621890547264,1.136210837703375,0.3227107704719645,0.25211778943122226,0.5781901304289364,1.4790413123130188,1,27,38,9,0.9950248756218906,0.6218905472636816,0.29581820626596744,0.9345166061583973,0.44372730939895116,3.6337355877508486,0.9009009009009009,71,6,1,18,5,9,4,35,6,39,6,1,29750,0.6992066693559231,0.3798574694097082,1.8488637891622965,2.948097351082426,35,UNKNOWN_KEY_FORMAT
OK024831.1,2.9978873947889073,1.9348781060326614,2.561952986150699,2,1.2474430770262568,0.5499480232051238,34,2.0153583045504844,1,1.0931893632004293,2,2,6,16,0,1.5794238959122766,1.1434894872740686,7.75240586124803,0,2,50,12,9,6,11,5,3,18,1,16,6,16,1,10,2,10,2,7,10,1.6364307031957344,0.37892760135475,0.24814727876328763,1.1334294624593406,0.32192079407129204,0.25820730357801547,0.5667147312296703,1.4686651242329745,1,27,38,9,0.9925891150531505,0.6270748801180376,0.2950940612320177,0.9389356493746017,0.4527011166627544,3.6582503436944642,0.8886355253009623,73,6,1,18,5,9,3,36,6,42,6,1,29831,0.6840816874014957,0.3755742597498407,1.8543979075148387,2.9475872707152675,36,UNKNOWN_KEY_FORMAT
OY331768.1,2.996543740142948,1.9294654541793899,2.56367235998792,2,1.2415690748632597,0.5469615113586792,34,2.009999664440791,2,1.0905674306231334,3,2,6,16,0,1.5838394684742123,1.147612496224959,7.756046831493844,0,3,50,11,9,6,12,5,4,18,1,16,6,16,2,11,2,10,2,7,9,1.6274621656991377,0.385893090835878,0.25838059125532703,1.1341901278480586,0.31878124895137744,0.2516694070668769,0.5738062481124795,1.4693548928176055,2,25,38,9,0.9865440757021577,0.6274957216200799,0.2852253280091272,0.9362101942887823,0.4462937485319285,3.6499043912912206,0.906009865440757,73,7,1,17,5,9,3,36,6,40,6,2,29903,0.6946075635045803,0.3791819066474279,1.8623536122948894,2.949565450823798,36,UNKNOWN_KEY_FORMAT
OW686978.1,3.006254623713767,1.9436411325576701,2.5556527002488396,2,1.2408366399892394,0.5582083529490887,31,2.014257851906651,1,1.099603201291277,3,2,6,16,0,1.5972829376555249,1.1433183132692177,7.74351904777916,0,3,49,12,9,6,12,5,3,18,1,15,6,16,1,10,2,10,2,7,8,1.6174591431838055,0.36653440043042573,0.2454771672607438,1.1365929114264577,0.32618198937386506,0.258927970946264,0.5750218575559889,1.4828015197874986,1,27,38,8,0.9953594727284956,0.6254623713766898,0.3026430829242047,0.9415562579864147,0.4438765216221669,3.6515248310413235,0.9112919496939943,72,6,1,18,5,8,3,33,6,40,6,2,29867,0.6893536888829107,0.37662250319456586,1.8494855067590288,2.942363306207546,33,UNKNOWN_KEY_FORMAT
BS008000.1,2.9971104092466905,1.9387137961158523,2.5670317854982865,2,1.2331160540286272,0.5476782474296082,34,2.0227135273167125,2,1.0852765271151132,3,2,6,18,0,1.579194946576171,1.1390363550836637,7.754594630917583,0,3,50,11,9,6,12,5,4,18,1,16,6,16,2,11,2,10,2,7,9,1.6262347960486527,0.3763187957798535,0.25871917209864925,1.1356763658356295,0.3158389893152342,0.2553591828506149,0.571198172165849,1.4716258441689345,2,26,38,9,0.9945568174181842,0.6316779786304684,0.28895907533095894,0.9475169679457026,0.4401585914925072,3.6521855995699357,0.9105570862173241,73,7,1,18,5,9,3,36,6,40,6,2,29764,0.6955177743431221,0.3763187957798535,1.8715140111551645,2.9500705597742085,36,UNKNOWN_KEY_FORMAT
OL442154.1,3.0935420220059533,1.9330457175345306,2.551754121935721,2,1.2541386575699809,0.5518210093307916,34,2.019999331126049,1,1.0969532791545433,3,2,6,16,0,1.5785425236614161,1.1337413464432626,7.725235770182596,0,3,49,12,9,6,12,5,3,20,1,16,7,16,1,10,2,10,2,7,9,1.6186749607036552,0.38460252165479414,0.24748336176047625,1.1471188254573426,0.3177151265843952,0.2508277315139962,0.5685428580983914,1.4614407063072705,1,26,36,9,0.9932778167954249,0.6253971439082305,0.29430453830975556,0.9330791612320657,0.4448011772181532,3.648585378904421,0.8962910939433464,74,6,1,18,5,9,3,36,6,41,6,1,29903,0.6989732784856694,0.3678806728871944,1.856125213203572,2.946389752851075,36,UNKNOWN_KEY_FORMAT
OE996713.2,2.993851013070797,1.9421390410268473,2.546957427505796,2,1.2499579987231613,0.5544168542723699,33,2.026141594704479,1,1.0886730956621082,3,2,6,16,0,1.5758879069923726,1.1457948321628977,7.741415227471273,2,3,51,12,9,6,13,4,3,18,1,15,6,16,1,9,2,9,2,7,9,1.629649541346057,0.3763314404757905,0.24192735459157957,1.149154934310003,0.31584960182789557,0.2520076610328954,0.5712173650078962,1.464955312143001,1,27,38,9,0.9945902355431605,0.6283391015086859,0.29568898894526396,0.937468499042371,0.4502536877121065,3.6523083126133997,0.8937871711300024,73,6,1,18,4,9,3,35,6,40,7,1,29884,0.692181042303686,0.3729713383286852,1.861496589496321,2.9468095830113237,35,UNKNOWN_KEY_FORMAT
OR939248.1,2.9915390813859792,1.9272092398603275,2.561778135911899,2,1.2422777330110126,0.550631211388665,34,2.0145044319097503,1,1.0979049153908138,3,2,5,20,0,1.581385979049154,1.1281224818694602,7.748866879301662,0,3,50,12,10,7,12,5,3,20,1,16,7,15,1,10,2,9,3,7,9,1.6317485898468975,0.38611334944936876,0.2484555466022025,1.138195004029009,0.3189632017190438,0.255170561375235,0.5674187483212463,1.4671814671814671,1,26,38,9,0.9904646790222938,0.6278538812785388,0.29546065001343,0.9401020682245501,0.46333601933924257,3.6763471546080244,0.8998119795863551,73,6,1,18,5,9,4,36,5,40,6,1,29786,0.6916465216223476,0.3726833199033038,1.8600590921300026,2.951248992747784,36,UNKNOWN_KEY_FORMAT
MW986584.1,2.9796976532776673,1.9426955321369652,2.5386350627924985,2,1.2457493013703242,0.5589037406147942,35,2.0167671122184436,1,1.0976061412073668,3,2,6,18,0,1.5858051917443858,1.127908151240699,7.73011918389334,0,3,50,12,9,6,12,5,3,20,1,16,7,16,1,10,2,10,2,7,9,1.639675431803643,0.36699101040369014,0.24914986027406485,1.1447426012592168,0.31985455035183996,0.255883640281472,0.5824719706407191,1.4847485017843916,1,27,38,9,0.9898656610888522,0.6228746506851621,0.29628632032591495,0.9427292010370021,0.4511632604962796,3.666419769712477,0.9090603009999664,72,6,1,18,5,9,4,36,6,39,6,1,29703,0.703680010774048,0.3804585704185044,1.8618901720480794,2.9291943032221135,36,UNKNOWN_KEY_FORMAT
PQ588281.1,3.013661480050171,1.9661683446896505,2.5458490118309096,2,1.2474999152513644,0.5423912675005933,31,2.030577307705346,1,1.0983423166887014,3,2,6,16,0,1.603444184548629,1.1322417709074883,7.752542372881356,0,3,49,12,9,6,12,5,3,18,1,15,6,16,1,9,2,10,2,7,8,1.6271738025017797,0.36611410556290047,0.24068612495338823,1.1390216617512459,0.3118749788128411,0.24746601579714567,0.5729007762975016,1.4508474576271186,1,27,38,8,0.9796942269229465,0.6203600122038035,0.301705142547205,0.9322349910166446,0.4440828502661107,3.650847457627119,0.9085053730634938,72,6,1,18,5,8,2,32,6,40,6,2,29501,0.6915488660632564,0.36611410556290047,1.8610800366114104,2.935692735346961,32,UNKNOWN_KEY_FORMAT
MW987162.1,2.9864314332850745,1.9426955321369652,2.5386350627924985,2,1.2491161913740279,0.5555368506110906,35,2.0235008922258513,1,1.0942392512036632,3,2,6,18,0,1.5858051917443858,1.1380088212518098,7.733485960541378,0,3,50,12,8,6,12,5,3,20,1,16,7,15,1,10,2,10,2,7,9,1.639675431803643,0.3737247904110973,0.24914986027406485,1.1447426012592168,0.3164876603481364,0.255883640281472,0.575738190633312,1.4746481718402802,1,27,38,9,0.9864987710851486,0.6228746506851621,0.29628632032591495,0.9393623110332986,0.4511632604962796,3.666419769712477,0.8989596309888557,72,6,1,18,5,9,4,36,6,39,6,1,29703,0.6969462307666409,0.3737247904110973,1.8652570620517828,2.9291943032221135,36,UNKNOWN_KEY_FORMAT
MZ075383.1,3.089850026780932,1.92822710230316,2.550883770755222,2,1.2520085698982326,0.549009105516872,34,2.0152651312265664,1,1.098018211033744,3,2,6,16,0,1.5901178361006962,1.134841992501339,7.739171185646382,0,3,49,12,9,7,12,5,3,20,1,16,7,15,1,10,2,9,3,7,9,1.6269416175682914,0.3883235136582753,0.24772362078200322,1.1415372254954472,0.32137118371719336,0.2544188537761114,0.5657471880021424,1.4661578630247039,1,26,38,9,0.9875468666309587,0.6260042849491163,0.2945902517407606,0.9373326191751473,0.45527584359935724,3.6586998727990894,0.9005088377075522,73,6,1,18,5,9,4,36,6,40,6,1,29880,0.6963042313872523,0.3749330476700589,1.8512319228709158,2.945902517407606,36,UNKNOWN_KEY_FORMAT
OY585552.1,3.0033596905012385,1.9581226456714291,2.558794583771677,2,1.2488546509654868,0.5361930294906166,32,2.0293888078189157,1,1.0859605660569451,3,2,6,16,0,1.584823701089354,1.1402585943597923,7.777400746521887,2,3,51,12,9,6,13,3,3,18,1,15,6,16,1,8,2,10,2,7,9,1.6357281026232735,0.37329894458207485,0.23076662028710082,1.1470458478976482,0.2986391556656599,0.2443411273628126,0.5565547901041843,1.4217848659653884,1,27,38,9,0.9909390165269624,0.6244273254827434,0.29524552889673195,0.9400346149930431,0.4445651067295619,3.6409908381404814,0.8823429599212679,74,5,1,17,3,9,2,34,6,40,7,1,29884,0.6855126073234465,0.35972443750636307,1.8664947229103743,2.9524552889673195,34,UNKNOWN_KEY_FORMAT
MZ780417.1,2.9894313034725717,1.9392719342392215,2.5700385841301796,2,1.238047307498742,0.5535983895319577,34,2.0298607616171784,1,1.0904210702902197,3,2,6,14,0,1.583626908236873,1.1407481966113069,7.756046831493844,0,3,50,12,9,6,12,5,3,20,1,15,7,16,1,10,2,10,2,6,9,1.6238886092937426,0.3791310182855226,0.2482804898506962,1.1340379131018286,0.3220936084549572,0.25499077336017445,0.5703740983056534,1.4727095843537188,1,27,38,9,0.999832242912263,0.6274115081362187,0.291897332662305,0.9394396913269586,0.44287871162556625,3.6331309336106545,0.902533132024828,71,6,1,18,5,9,4,35,6,39,6,1,29816,0.6978694849857406,0.3791310182855226,1.8453279651065257,2.9558798859251803,35,UNKNOWN_KEY_FORMAT
MW808640.1,3.0808857964808993,1.9368435137485782,2.5490064895965747,2,1.251087174683883,0.5452599183782699,34,2.0137820298387634,2,1.1005552953769986,3,2,6,16,0,1.5889476149060011,1.134006824111862,7.7334760503077336,0,3,50,12,9,6,12,5,4,20,1,16,7,16,2,11,3,10,2,7,9,1.6223991436408645,0.38469258045092664,0.2542316183849602,1.134006824111862,0.3177895229812002,0.2575767712584465,0.5619856827457015,1.4684238694139684,2,28,38,10,0.9935104034254365,0.6255435873419415,0.294373452866796,0.9366428045761691,0.451595637920653,3.6560074926411565,0.8898106643473607,73,6,1,17,5,10,4,36,6,40,6,1,29902,0.6957917976851542,0.3746571218304677,1.8465243861644478,2.9470796815414464,36,UNKNOWN_KEY_FORMAT
OY939535.1,3.0903672950078684,1.941942612247631,2.537918103592594,2,1.2555663441256237,0.5524491914152744,33,2.018950681354003,1,1.0982020289952121,3,2,6,16,0,1.573643151304115,1.1450765058425687,7.727074893702501,2,3,51,12,9,6,13,4,3,18,1,15,6,16,1,9,2,10,2,7,9,1.6272139819868081,0.3850403455318579,0.24106873807211976,1.1484246827602371,0.3180768071784913,0.25111326882512475,0.569190076003616,1.4630553416585759,1,27,38,9,0.9944085445474938,0.6261090836039775,0.294639568754813,0.9374895369471323,0.4453075300498878,3.649268472329171,0.8906150600997756,73,6,1,18,4,9,3,35,6,40,7,1,29872,0.6930726219573443,0.3749958147788529,1.8548900123882546,2.9463956875481303,35,UNKNOWN_KEY_FORMAT
OM898306.1,3.0029115038255805,1.9500304692260817,2.549258582165346,2,1.2560092084772159,0.5382896607759496,34,2.034667208341797,1,1.0901211998104137,3,2,6,16,0,1.5742433475523054,1.130746834585957,7.73553607095704,0,3,50,12,9,6,12,5,3,20,1,16,7,15,1,10,2,10,2,7,9,1.631796330150992,0.3791725912384048,0.25052474778251743,1.1476741824091001,0.3080777303812039,0.24713927821788884,0.5687588868576071,1.4455465655573987,1,26,36,9,0.9817861737422982,0.6263118694562936,0.2911503825580608,0.9276186607082402,0.4502674520956057,3.656183350824334,0.8971494346265827,74,6,1,18,5,9,3,35,6,41,6,1,29540,0.700792199878123,0.3656307129798903,1.868779199674995,2.9487439907915225,35,UNKNOWN_KEY_FORMAT
OQ521718.1,2.9930464577244784,1.9516947159797107,2.546272968524304,2,1.2529812892606402,0.5576270617084887,33,2.0289562968188384,2,1.0816621317477915,3,4,5,16,0,1.5855420067855823,1.1253317209177331,7.73881499395405,0,3,50,13,9,6,12,6,3,20,0,16,7,16,2,11,2,10,2,7,9,1.6191339984547686,0.37623030669488394,0.2519399375188955,1.1488461150861635,0.32584231919110485,0.25865833585273273,0.5576270617084887,1.4678221147386805,2,25,38,9,0.9943229534079076,0.6281702442137794,0.28553192918808157,0.9304981692364541,0.44341429003325605,3.641004971113798,0.9036245759011052,73,6,0,18,6,9,4,35,5,40,6,1,29777,0.6886358292183143,0.3728711075279653,1.8576371393059894,2.956095266888374,35,UNKNOWN_KEY_FORMAT
OU160578.1,3.086502410283878,1.92822710230316,2.550883770755222,2,1.2520085698982326,0.549009105516872,34,2.018612747723621,1,1.098018211033744,3,2,6,16,0,1.5834226031065883,1.128146759507231,7.732476400883711,0,3,50,12,9,7,12,5,2,20,0,16,7,15,1,9,2,9,3,7,9,1.6302892340653456,0.3883235136582753,0.2443760042849491,1.1448848419925015,0.31802356722013925,0.25107123727905734,0.5657471880021424,1.459463078262034,1,26,38,9,0.9908944831280129,0.6260042849491163,0.2945902517407606,0.9339850026780931,0.45527584359935724,3.6553524804177546,0.8971612212104981,73,6,0,18,5,9,4,36,6,40,6,1,29877,0.6963042313872523,0.3715854311730048,1.8512319228709158,2.942554900910552,36,UNKNOWN_KEY_FORMAT
